
SDD version, SDDv1.0;

Software, McMahon Empirical Model. v0.3;

Author, Stephen J McMahon, stephen.mcmahon@qub.ac.uk, 12/06/2018, McMahon et al, Scientific Reports 10790;

Simulation Details, Empirical model of DNA damage distribution based on radial energy. Nucleus radius 4.32 um giving DSB energy of 60.1 keV/DSB on average;

Source, Monoenergetic plane-parallel particle beam uniformly exposing nucleus. Energy: 0.975 MeV;

Source type, 1;

Incident particles, 2212;

Mean particle energy, 0.975;  # This is an illustrative comment #

Energy distribution, M, 0;

Particle fraction, 1.0;

Dose or fluence, 1, 1;

Dose rate, 2.0;

Irradiation target, Simple spherical cell model, radius 4.32 um;

Volumes, 0,5,5,5,0,0,0, 1,4.32,4.32,4.32,0,0,0;

Chromosome sizes, 46, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652, 132.608695652;

DNA Density, 18.0630042979;

Cell Cycle Phase, 0;

DNA Structure, 0, 1;

In vitro / in vivo, 0;

Proliferation status, 1,;

Microenvironment, 20, 0.01;

Damage definition, 0, 0, 10, -1, 0, 0;

Time, 0;

Damage and primary count, 3630, 3630;

Data entries, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0;

Additional information, Generated for illustrative purposes for SDD Model manuscript. Data was generated in minimal output format.;

***EndOfHeader***;



2,0; 1.60369623127, -2.87383348735, -1.40625522806; 0,5,1;

0,0; 1.6031785187, -2.8739205813, 2.05374644193; 0,2,1;

0,0; 1.61259517719, -2.87112842592, 0.534588524208; 0,2,1;

0,0; 1.60798642711, -2.8751755926, -1.43606388663; 0,2,1;

0,0; 1.59065437562, -2.8884426775, -0.680851593713; 0,2,1;

1,1; 1.1445875758, 2.68888029649, 1.28892125813; 0,2,1;

0,1; 1.24888429244, 2.72140627292, -0.703991693265; 0,9,1;

1,2; -0.829215886073, -2.88852582541, 0.67414334883; 0,5,1;

0,2; -0.836975017188, -2.88249582895, 1.00542055616; 0,2,1;

0,2; -0.835866130483, -2.88680458406, -0.707561493144; 0,3,1;

1,3; 2.81827410124, 2.18975029932, 0.551106058629; 0,2,1;

0,3; 2.82414226967, 2.17731561933, -1.0167003346; 0,9,1;

1,4; 2.0432357697, 1.64673291995, 2.78503753384; 0,9,1;

1,5; -2.49810465998, -3.22781767981, -1.05605396075; 0,2,1;

0,5; -2.49652245547, -3.19882341111, 1.31492187497; 0,2,1;

1,6; 3.60003234921, 1.10335942096, -0.118415371354; 0,5,1;

0,6; 3.60247461467, 1.10277840212, -1.68626772555; 0,9,1;

1,7; -0.215036145128, 2.98000157348, -2.78189339003; 0,3,1;

0,7; -0.223180325609, 2.98314028374, 2.37517670946; 0,5,1;

0,7; -0.20650140102, 2.98133160399, 1.51623973929; 0,2,1;

1,8; 2.63689550599, -2.42384613085, 0.930908493082; 0,2,1;

0,8; 2.63855787524, -2.42670178964, 0.972824784979; 0,9,1;

0,8; 2.61424791598, -2.45902308487, 0.308512318619; 0,9,1;

0,8; 2.64350227912, -2.4135297701, 2.36019359442; 0,2,1;

1,9; 2.12592780039, 1.46524775763, -2.64202792991; 0,7,1;

0,9; 2.12840420106, 1.40823820562, 2.47734471827; 0,2,1;

1,10; 0.827118283697, 2.64621865224, -1.36167416292; 0,5,1;

0,10; 0.820965968841, 2.62323371637, 0.340525218504; 0,3,1;

0,10; 0.824797901053, 2.62947390887, -0.315603892562; 0,2,1;

0,10; 0.841396846967, 2.64237773377, 1.52846339872; 0,2,1;

1,11; -1.96995486099, 0.331437089189, -1.1774669764; 0,2,1;

0,11; -1.97807632983, 0.338851511412, -0.747283531919; 0,2,1;

0,11; -1.97706220684, 0.34512004461, 0.777142269326; 0,5,1;

0,11; -1.97925093867, 0.338362829994, 3.34678132474; 0,2,1;

1,12; -2.94748016178, 2.24727827095, 1.3232059805; 0,5,1;

0,12; -2.93973445971, 2.25684072531, -1.79506216262; 0,2,1;

0,12; -2.86324858859, 2.1989037925, 2.27809138653; 0,2,1;

1,13; -2.18712893008, -1.29692405918, -2.44333693833; 0,3,1;

